country,commodity,year,consumption,ending_stocks,exports,imports,production,yield,trade_balance,self_sufficiency,self_sufficiency_capped
Korea,Soya beans,2034,1441.8066,15.0,0.0001,1329.5935,112.2131,1.4257,-1329.5934,0.07782812202413278,0.07782812202413278
Korea,Wheat,2025,4849.8912,1207.8103,53.155,4872.6312,38.2254,3.9858,-4819.4762,0.007881702583348674,0.007881702583348674
Korea,Wheat,2026,4876.9293,1215.259,53.5056,4898.8161,39.0676,4.0415,-4845.3105,0.008010696402754905,0.008010696402754905
Korea,Wheat,2027,4861.3331,1198.9149,53.8561,4859.0448,39.8003,4.0913,-4805.1887,0.008187116410517108,0.008187116410517108
Korea,Wheat,2028,4858.617,1190.0631,54.2067,4863.4976,40.4744,4.1399,-4809.2909,0.00833043641842936,0.00833043641842936
Korea,Wheat,2029,4868.9741,1191.1327,54.5572,4883.5171,41.0838,4.1838,-4828.9599,0.008437876060996092,0.008437876060996092
Korea,Wheat,2030,4876.8698,1193.0862,54.9078,4892.1087,41.6225,4.223,-4837.2009,0.008534675254196862,0.008534675254196862
Korea,Wheat,2031,4885.0722,1193.5144,55.2583,4898.6343,42.1245,4.2593,-4843.375999999999,0.0086231069420018,0.0086231069420018
Korea,Wheat,2032,4892.6057,1193.5868,55.6089,4905.6861,42.601,4.293,-4850.0772,0.008707221184817733,0.008707221184817733
Korea,Wheat,2033,4900.7128,1193.0777,55.9595,4913.0592,43.1038,4.3243,-4857.0997,0.008795414414001163,0.008795414414001163
Korea,Wheat,2034,4905.4403,1191.9522,56.31,4917.0103,43.6146,4.3538,-4860.7002999999995,0.008891067331917179,0.008891067331917179
Malaysia,Beef and veal,2025,292.5844,0.0001,15.0381,272.4583,35.1642,,-257.4202,0.12018480821260463,0.12018480821260463
Malaysia,Beef and veal,2026,300.1783,0.0001,14.7505,277.7746,37.1543,,-263.02410000000003,0.12377410359109903,0.12377410359109903
Malaysia,Beef and veal,2027,308.7016,0.0001,14.4017,284.5093,38.594,,-270.1076,0.12502040805748982,0.12502040805748982
Malaysia,Beef and veal,2028,319.0147,0.0001,13.9646,293.4238,39.5555,,-279.4592,0.12399271883082504,0.12399271883082504
Malaysia,Beef and veal,2029,327.2868,0.0001,13.6328,300.5704,40.3493,,-286.93760000000003,0.12328422655603585,0.12328422655603585
Malaysia,Beef and veal,2030,333.6475,0.0001,13.3958,305.8937,41.1497,,-292.4979,0.1233328587805993,0.1233328587805993
Malaysia,Beef and veal,2031,339.1516,0.0001,13.2084,310.239,42.121,,-297.0306,0.12419519766381762,0.12419519766381762
Malaysia,Beef and veal,2032,343.6889,0.0001,13.0694,313.5416,43.2166,,-300.47220000000004,0.12574336849400722,0.12574336849400722
Malaysia,Beef and veal,2033,346.1114,0.0001,13.0213,314.7025,44.4301,,-301.6812,0.12836936315879802,0.12836936315879802
Malaysia,Beef and veal,2034,348.8617,0.0001,12.9656,316.0558,45.7714,,-303.0902,0.13120213540208053,0.13120213540208053
Malaysia,"Cheese, fresh or processed",2025,28.6018,0.0,2.88,31.4817,0.0001,,-28.6017,3.4962834506919147e-06,3.4962834506919147e-06
Malaysia,"Cheese, fresh or processed",2026,28.9749,0.0,2.88,31.8548,0.0001,,-28.974800000000002,3.4512629896910774e-06,3.4512629896910774e-06
Malaysia,"Cheese, fresh or processed",2027,29.3181,0.0,2.88,32.198,0.0001,,-29.318,3.410862231863593e-06,3.410862231863593e-06
Malaysia,"Cheese, fresh or processed",2028,29.637,0.0,2.88,32.5169,0.0001,,-29.6369,3.3741606775314643e-06,3.3741606775314643e-06
Malaysia,"Cheese, fresh or processed",2029,29.935,0.0,2.88,32.8149,0.0001,,-29.934900000000003,3.340571237681644e-06,3.340571237681644e-06
Malaysia,"Cheese, fresh or processed",2030,30.2185,0.0,2.88,33.0984,0.0001,,-30.2184,3.3092311001538794e-06,3.3092311001538794e-06
Malaysia,"Cheese, fresh or processed",2031,30.4934,0.0,2.88,33.3733,0.0001,,-30.4933,3.279398164848787e-06,3.279398164848787e-06
Malaysia,"Cheese, fresh or processed",2032,30.7576,0.0,2.88,33.6375,0.0001,,-30.757500000000004,3.2512289645485994e-06,3.2512289645485994e-06
Malaysia,"Cheese, fresh or processed",2033,31.007,0.0,2.88,33.8869,0.0001,,-31.006899999999998,3.2250782081465477e-06,3.2250782081465477e-06
Malaysia,"Cheese, fresh or processed",2034,31.2442,0.0,2.88,34.1241,0.0001,,-31.2441,3.200594030252015e-06,3.200594030252015e-06
Malaysia,Maize (corn),2025,3857.5395,179.1524,9.6088,3794.4911,71.8095,6.9314,-3784.8823,0.018615363497898076,0.018615363497898076
Malaysia,Maize (corn),2026,3964.7991,172.3324,9.3725,3890.1393,77.2122,7.1454,-3880.7668,0.019474429360115623,0.019474429360115623
Malaysia,Maize (corn),2027,4066.1869,175.5149,9.1175,3998.9278,79.5592,7.3162,-3989.8103,0.019566046017215784,0.019566046017215784
Malaysia,Maize (corn),2028,4164.4553,178.8813,8.9037,4094.9702,81.7551,7.4877,-4086.0665000000004,0.01963164306265936,0.01963164306265936
Malaysia,Maize (corn),2029,4258.8858,183.021,8.7062,4187.8661,83.8656,7.6568,-4179.159900000001,0.019691910968826637,0.019691910968826637
Malaysia,Maize (corn),2030,4356.8893,187.605,8.5105,4284.1884,85.7954,7.8246,-4275.6779,0.019691893480056975,0.019691893480056975
Malaysia,Maize (corn),2031,4459.7887,192.3577,8.3145,4385.1475,87.7085,7.9914,-4376.833,0.01966651469384637,0.01966651469384637
Malaysia,Maize (corn),2032,4553.0903,197.052,8.1452,4476.3435,89.5862,8.1561,-4468.1983,0.019675911105914153,0.019675911105914153
Malaysia,Maize (corn),2033,4650.1355,201.644,7.976,4571.2927,91.4108,8.3198,-4563.3167,0.019657663739045882,0.019657663739045882
Malaysia,Maize (corn),2034,4748.4669,206.3518,7.8112,4667.7198,93.2662,8.4835,-4659.9086,0.019641328867639363,0.019641328867639363
Malaysia,Pigmeat,2025,283.255,0.0001,13.9802,81.3103,215.9249,,-67.3301,0.7622986355051102,0.7622986355051102
Malaysia,Pigmeat,2026,294.8243,0.0001,13.9713,87.22,221.5757,,-73.2487,0.7515516868860539,0.7515516868860539
Malaysia,Pigmeat,2027,299.1925,0.0001,13.9666,90.5882,222.5709,,-76.6216,0.7439053452208862,0.7439053452208862
Malaysia,Pigmeat,2028,307.9648,0.0001,13.9651,91.648,230.2819,,-77.68289999999999,0.7477539640894024,0.7477539640894024
Malaysia,Pigmeat,2029,314.1297,0.0001,13.9606,95.0589,233.0313,,-81.0983,0.7418314791629063,0.7418314791629063
Malaysia,Pigmeat,2030,320.3122,0.0001,13.9589,96.3042,237.967,,-82.3453,0.7429220616635894,0.7429220616635894
Malaysia,Pigmeat,2031,325.6792,0.0001,13.9575,97.4131,242.2237,,-83.4556,0.7437493705462308,0.7437493705462308
Malaysia,Pigmeat,2032,331.1258,0.0001,13.9566,98.1726,246.9097,,-84.21600000000001,0.7456673566360579,0.7456673566360579
Malaysia,Pigmeat,2033,336.4236,0.0001,13.9557,98.8644,251.5149,,-84.90870000000001,0.7476137226995966,0.7476137226995966
Malaysia,Pigmeat,2034,341.6182,0.0001,13.9551,99.3281,256.2452,,-85.373,0.7500923545642475,0.7500923545642475
Malaysia,Poultry meat,2025,1969.5282,0.0001,103.9017,208.3285,1865.1014,,-104.42679999999999,0.9469787739012826,0.9469787739012826
Malaysia,Poultry meat,2026,2041.1296,0.0001,103.0405,214.1402,1930.0299,,-111.0997,0.9455695022991191,0.9455695022991191
Malaysia,Poultry meat,2027,2088.3533,0.0001,104.1806,206.5012,1986.0327,,-102.32060000000001,0.9510041715642654,0.9510041715642654
Malaysia,Poultry meat,2028,2136.5761,0.0001,105.2045,200.0165,2041.764,,-94.81200000000001,0.9556242812975394,0.9556242812975394
Malaysia,Poultry meat,2029,2185.5349,0.0001,106.2615,193.6668,2098.1295,,-87.4053,0.9600073190320594,0.9600073190320594
Malaysia,Poultry meat,2030,2234.393,0.0001,107.3171,187.6509,2154.0592,,-80.33380000000001,0.9640467008265781,0.9640467008265781
Malaysia,Poultry meat,2031,2282.6842,0.0001,108.3883,181.855,2209.2176,,-73.46669999999999,0.9678156969763929,0.9678156969763929
Malaysia,Poultry meat,2032,2330.5392,0.0001,109.4715,176.289,2263.7218,,-66.81749999999998,0.9713296390809473,0.9713296390809473
Malaysia,Poultry meat,2033,2378.2577,0.0001,110.6035,170.7666,2318.0947,,-60.163100000000014,0.9747029096132013,0.9747029096132013
Malaysia,Poultry meat,2034,2425.55,0.0001,111.7834,165.3083,2372.0251,,-53.5249,0.9779328812022015,0.9779328812022015
Malaysia,Raw cane or beet sugar,2025,0.0,0.0,0.0001,2197.0088,0.0,,-2197.0087,,
Malaysia,Raw cane or beet sugar,2026,0.0,0.0,0.0001,2083.2288,0.0,,-2083.2286999999997,,
Malaysia,Raw cane or beet sugar,2027,0.0,0.0,0.0001,2119.9332,0.0,,-2119.9330999999997,,
Malaysia,Raw cane or beet sugar,2028,0.0,0.0,0.0001,2177.3804,0.0,,-2177.3803,,
Malaysia,Raw cane or beet sugar,2029,0.0,0.0,0.0001,2234.9298,0.0,,-2234.9296999999997,,
Malaysia,Raw cane or beet sugar,2030,0.0,0.0,0.0001,2271.2453,0.0,,-2271.2452,,
Malaysia,Raw cane or beet sugar,2031,0.0,0.0,0.0001,2307.3619,0.0,,-2307.3617999999997,,
Malaysia,Raw cane or beet sugar,2032,0.0,0.0,0.0001,2339.8137,0.0,,-2339.8136,,
Malaysia,Raw cane or beet sugar,2033,0.0,0.0,0.0001,2370.1338,0.0,,-2370.1337,,
Malaysia,Raw cane or beet sugar,2034,0.0,0.0,0.0001,2403.4788,0.0,,-2403.4786999999997,,
Malaysia,Raw milk from bovine animals,2025,0.0,0.0,0.0,0.0,45.7137,0.9136,0.0,,
Malaysia,Raw milk from bovine animals,2026,0.0,0.0,0.0,0.0,47.7085,0.9282,0.0,,
Malaysia,Raw milk from bovine animals,2027,0.0,0.0,0.0,0.0,48.5041,0.945,0.0,,
Malaysia,Raw milk from bovine animals,2028,0.0,0.0,0.0,0.0,49.379,0.9617,0.0,,
Malaysia,Raw milk from bovine animals,2029,0.0,0.0,0.0,0.0,50.4262,0.9777,0.0,,
Malaysia,Raw milk from bovine animals,2030,0.0,0.0,0.0,0.0,51.3674,0.9937,0.0,,
Malaysia,Raw milk from bovine animals,2031,0.0,0.0,0.0,0.0,52.2609,1.0095,0.0,,
Malaysia,Raw milk from bovine animals,2032,0.0,0.0,0.0,0.0,53.1655,1.0256,0.0,,
Malaysia,Raw milk from bovine animals,2033,0.0,0.0,0.0,0.0,54.0692,1.0416,0.0,,
Malaysia,Raw milk from bovine animals,2034,0.0,0.0,0.0,0.0,54.9907,1.0575,0.0,,
Malaysia,Rice,2025,3028.2261,395.7402,107.511,1673.117,1518.3604,2.5477,-1565.606,0.5014025868147692,0.5014025868147692
Malaysia,Rice,2026,3041.3179,399.6345,107.724,1669.7786,1483.1575,2.5381,-1562.0546000000002,0.4876693422940101,0.4876693422940101
Malaysia,Rice,2027,3057.4762,390.3528,108.6805,1654.9456,1501.9295,2.5485,-1546.2651,0.49123178783861016,0.49123178783861016
Malaysia,Rice,2028,3074.299,380.8964,108.2109,1662.1944,1510.8591,2.5579,-1553.9835,0.491448326919405,0.491448326919405
Malaysia,Rice,2029,3092.1662,382.7051,107.3232,1676.0718,1525.2263,2.5671,-1568.7486,0.49325495505383893,0.49325495505383893
Malaysia,Rice,2030,3111.6746,384.9798,106.2787,1692.6985,1527.5296,2.5762,-1586.4198,0.49090274413654955,0.49090274413654955
Malaysia,Rice,2031,3132.5644,387.7361,105.1711,1710.6922,1529.7995,2.5847,-1605.5211,0.48835372706144525,0.48835372706144525
Malaysia,Rice,2032,3153.178,390.7281,104.0651,1729.0441,1531.191,2.5929,-1624.979,0.48560246202402785,0.48560246202402785
Malaysia,Rice,2033,3172.9802,393.5399,102.9962,1747.1563,1531.632,2.6007,-1644.1601,0.4827108596517558,0.4827108596517558
Malaysia,Rice,2034,3192.1976,396.2288,101.9793,1764.7423,1532.1234,2.6082,-1662.763,0.4799588220979804,0.4799588220979804
Malaysia,Soya beans,2025,1118.4491,85.2393,9.7054,1133.3928,0.001,0.3344,-1123.6874,8.940952252543276e-07,8.940952252543276e-07
Malaysia,Soya beans,2026,1174.0992,83.6432,9.3078,1181.8099,0.001,0.3348,-1172.5021,8.51716788496236e-07,8.51716788496236e-07
Malaysia,Soya beans,2027,1206.9759,82.977,9.0508,1215.3594,0.001,0.3371,-1206.3086,8.285169571322842e-07,8.285169571322842e-07
Malaysia,Soya beans,2028,1228.8387,84.3896,8.8772,1239.1276,0.001,0.3385,-1230.2504000000001,8.137764541432492e-07,8.137764541432492e-07
Malaysia,Soya beans,2029,1249.6462,86.3573,8.7278,1260.3407,0.001,0.3393,-1251.6129,8.002264961074584e-07,8.002264961074584e-07
Malaysia,Soya beans,2030,1269.3119,88.1206,8.596,1279.6701,0.001,0.3398,-1271.0741,7.878284289306672e-07,7.878284289306672e-07
Malaysia,Soya beans,2031,1282.964,89.1412,8.5107,1292.4943,0.001,0.3402,-1283.9836,7.794450974462262e-07,7.794450974462262e-07
Malaysia,Soya beans,2032,1296.105,90.2935,8.4247,1305.681,0.001,0.3406,-1297.2563,7.715424290470294e-07,7.715424290470294e-07
Malaysia,Soya beans,2033,1308.9127,91.3919,8.3437,1318.3538,0.001,0.3408,-1310.0101000000002,7.639928927269175e-07,7.639928927269175e-07
Malaysia,Soya beans,2034,1321.8371,92.4527,8.2635,1331.1603,0.001,0.3409,-1322.8968,7.565228725990518e-07,7.565228725990518e-07
Malaysia,Wheat,2025,1565.2772,584.9891,177.2751,1727.5413,0.0001,2.5251,-1550.2662,6.388644771673669e-08,6.388644771673669e-08
Malaysia,Wheat,2026,1587.3572,547.5504,177.3075,1727.2258,0.0001,2.544,-1549.9182999999998,6.299779280933113e-08,6.299779280933113e-08
Malaysia,Wheat,2027,1606.2279,528.0683,173.9381,1760.6838,0.0001,2.5616,-1586.7457,6.225766592648528e-08,6.225766592648528e-08
Malaysia,Wheat,2028,1627.374,529.1019,170.2645,1798.672,0.0001,2.582,-1628.4075,6.14486897295889e-08,6.14486897295889e-08
Malaysia,Wheat,2029,1650.1286,537.5434,167.6922,1826.2623,0.0001,2.5994,-1658.5701000000001,6.060133737455371e-08,6.060133737455371e-08
Malaysia,Wheat,2030,1672.4581,547.3704,165.7193,1848.0043,0.0001,2.6149,-1682.285,5.97922303703752e-08,5.97922303703752e-08
Malaysia,Wheat,2031,1694.6095,556.2027,163.9949,1867.4365,0.0001,2.6299,-1703.4416,5.901064522534543e-08,5.901064522534543e-08
Malaysia,Wheat,2032,1716.0825,564.7203,162.303,1886.9031,0.0001,2.6441,-1724.6001,5.827225672425423e-08,5.827225672425423e-08
Malaysia,Wheat,2033,1737.3401,572.6399,160.6818,1905.9413,0.0001,2.6578,-1745.2595,5.755925394227648e-08,5.755925394227648e-08
Malaysia,Wheat,2034,1758.156,580.4167,159.0891,1925.0218,0.0001,2.6713,-1765.9327,5.6877774213437263e-08,5.6877774213437263e-08
Mexico,Beef and veal,2025,1942.7072,0.0,485.1403,140.2543,2287.5932,,344.886,1.1775285539684002,1.1775285539684002
Mexico,Beef and veal,2026,1911.4104,0.0,540.7599,131.094,2321.0763,,409.6659,1.2143264994268108,1.2143264994268108
Mexico,Beef and veal,2027,1919.5075,0.0,560.5403,124.9388,2355.109,,435.6015,1.2269339921828906,1.2269339921828906
Mexico,Beef and veal,2028,1947.3816,0.0,566.003,124.0588,2389.3258,,441.9442,1.2269427830683006,1.2269427830683006
Mexico,Beef and veal,2029,1965.3686,0.0,576.6864,122.3917,2419.6634,,454.29470000000003,1.231149922716787,1.231149922716787
Mexico,Beef and veal,2030,1975.253,0.0,592.0297,119.5593,2447.7234,,472.47040000000004,1.2391948778207147,1.2391948778207147
Mexico,Beef and veal,2031,1991.8828,0.0,605.3663,117.537,2479.7121,,487.8293,1.2449086361908441,1.2449086361908441
Mexico,Beef and veal,2032,2016.0742,0.0,615.1096,116.5909,2514.5929,,498.51869999999997,1.2472720002071354,1.2472720002071354
Mexico,Beef and veal,2033,2042.8995,0.0,618.3238,117.0841,2544.1393,,501.23969999999997,1.2453570525618123,1.2453570525618123
Mexico,Beef and veal,2034,2061.0882,0.0,623.0397,117.4038,2566.7241,,505.63590000000005,1.2453247270058603,1.2453247270058603
Mexico,"Cheese, fresh or processed",2025,525.6721,0.0,10.7286,177.8748,358.5258,,-167.1462,0.6820331533668993,0.6820331533668993
Mexico,"Cheese, fresh or processed",2026,539.4313,0.0,10.7286,184.1908,365.969,,-173.4622,0.6784348627897566,0.6784348627897566
Mexico,"Cheese, fresh or processed",2027,552.8021,0.0,10.7286,187.8653,375.6654,,-177.1367,0.679565797597368,0.679565797597368
Mexico,"Cheese, fresh or processed",2028,561.5995,0.0,10.7286,191.5385,380.7896,,-180.8099,0.6780447632164914,0.6780447632164914
Mexico,"Cheese, fresh or processed",2029,569.3591,0.0,10.7286,195.7091,384.3787,,-184.9805,0.6751076780892761,0.6751076780892761
Mexico,"Cheese, fresh or processed",2030,578.2757,0.0,10.7286,200.5068,388.4974,,-189.7782,0.6718203791029089,0.6718203791029089
Mexico,"Cheese, fresh or processed",2031,586.4908,0.0,10.7286,205.4233,391.7961,,-194.6947,0.6680345198935772,0.6680345198935772
Mexico,"Cheese, fresh or processed",2032,595.0662,0.0,10.7286,210.4769,395.3179,,-199.7483,0.6643259186961048,0.6643259186961048
Mexico,"Cheese, fresh or processed",2033,603.5186,0.0,10.7286,215.2814,398.9657,,-204.5528,0.6610661212429907,0.6610661212429907
Mexico,"Cheese, fresh or processed",2034,612.3068,0.0,10.7286,220.0119,403.0235,,-209.2833,0.6582051677361742,0.6582051677361742
Mexico,Maize (corn),2025,47136.2098,3570.2982,13.7023,19818.8643,27401.346,4.0108,-19805.162,0.5813226416859678,0.5813226416859678
Mexico,Maize (corn),2026,47744.4862,3619.7586,13.8493,20206.1485,27601.6474,4.0193,-20192.299199999998,0.5781117275904417,0.5781117275904417
Mexico,Maize (corn),2027,48235.5064,3634.9996,14.0797,20452.3179,27812.5092,4.0292,-20438.2382,0.5765982628929133,0.5765982628929133
Mexico,Maize (corn),2028,48756.6707,3654.7849,14.2852,20746.6959,28044.0452,4.0418,-20732.4107,0.5751837604449066,0.5751837604449066
Mexico,Maize (corn),2029,49245.2471,3685.8869,14.5156,21002.1885,28288.6761,4.0548,-20987.6729,0.5744447995672662,0.5744447995672662
Mexico,Maize (corn),2030,49747.8435,3725.0435,14.7426,21268.2887,28533.454,4.0676,-21253.5461,0.5735616258421332,0.5735616258421332
Mexico,Maize (corn),2031,50252.1267,3763.0857,14.9754,21529.2678,28775.8765,4.0803,-21514.292400000002,0.5726300236363926,0.5726300236363926
Mexico,Maize (corn),2032,50795.6586,3810.1151,15.1822,21839.9468,29017.9233,4.0931,-21824.764600000002,0.5712677835030571,0.5712677835030571
Mexico,Maize (corn),2033,51328.2984,3850.2191,15.4048,22128.1829,29255.6243,4.1052,-22112.7781,0.5699706635901259,0.5699706635901259
Mexico,Maize (corn),2034,51852.8505,3891.8135,15.6331,22411.5265,29498.5515,4.1176,-22395.8934,0.5688896794593771,0.5688896794593771
Mexico,Pigmeat,2025,2785.298,0.0,238.7468,1412.2914,1611.7534,,-1173.5446000000002,0.578664616856078,0.578664616856078
Mexico,Pigmeat,2026,2818.9931,0.0,240.3062,1427.3248,1631.9745,,-1187.0186,0.5789210693704784,0.5789210693704784
Mexico,Pigmeat,2027,2848.067,0.0,243.4426,1437.7695,1653.7401,,-1194.3269,0.5806535099068948,0.5806535099068948
Mexico,Pigmeat,2028,2889.5919,0.0,244.7119,1453.6319,1680.6719,,-1208.92,0.5816295027681937,0.5816295027681937
Mexico,Pigmeat,2029,2924.9332,0.0,246.267,1468.6676,1702.5325,,-1222.4006,0.5820756863780684,0.5820756863780684
Mexico,Pigmeat,2030,2964.6425,0.0,247.2182,1485.4826,1726.3782,,-1238.2644,0.5823225565983082,0.5823225565983082
Mexico,Pigmeat,2031,3001.6517,0.0,248.5709,1501.129,1749.0936,,-1252.5581,0.582710379088953,0.582710379088953
Mexico,Pigmeat,2032,3039.0069,0.0,250.0608,1516.3739,1772.6938,,-1266.3131,0.583313516004192,0.583313516004192
Mexico,Pigmeat,2033,3076.0681,0.0,251.6785,1531.24,1796.5066,,-1279.5615,0.5840269271021665,0.5840269271021665
Mexico,Pigmeat,2034,3114.436,0.0,253.1004,1546.6938,1820.8426,,-1293.5934,0.5846460161647244,0.5846460161647244
Mexico,Poultry meat,2025,5289.4216,0.0,1.4806,1198.0202,4092.882,,-1196.5395999999998,0.773786305859983,0.773786305859983
Mexico,Poultry meat,2026,5304.5988,0.0,1.459,1165.0747,4140.9831,,-1163.6156999999998,0.7806402060038924,0.7806402060038924
Mexico,Poultry meat,2027,5391.0189,0.0,1.4662,1187.6531,4204.8319,,-1186.1869,0.7799697938361894,0.7799697938361894
Mexico,Poultry meat,2028,5473.3469,0.0,1.4664,1210.7777,4264.0355,,-1209.3113,0.7790544940610288,0.7790544940610288
Mexico,Poultry meat,2029,5538.1153,0.0,1.4658,1214.3378,4325.2433,,-1212.872,0.7809955310970141,0.7809955310970141
Mexico,Poultry meat,2030,5602.1468,0.0,1.4666,1216.7641,4386.8492,,-1215.2975000000001,0.7830657347286936,0.7830657347286936
Mexico,Poultry meat,2031,5665.4057,0.0,1.4682,1218.4947,4448.3792,,-1217.0265,0.7851828157690455,0.7851828157690455
Mexico,Poultry meat,2032,5728.9757,0.0,1.4692,1220.7729,4509.672,,-1219.3037,0.7871689872938368,0.7871689872938368
Mexico,Poultry meat,2033,5791.844,0.0,1.4702,1223.0435,4570.2707,,-1221.5733,0.789087326937673,0.789087326937673
Mexico,Poultry meat,2034,5855.501,0.0,1.4715,1225.0527,4631.9198,,-1223.5811999999999,0.7910373168751913,0.7910373168751913
Mexico,Raw cane or beet sugar,2025,0.0,0.0,367.4145,0.0,0.0,,367.4145,,
Mexico,Raw cane or beet sugar,2026,0.0,0.0,492.1459,0.0,0.0,,492.1459,,
Mexico,Raw cane or beet sugar,2027,0.0,0.0,576.2197,0.0,0.0,,576.2197,,
Mexico,Raw cane or beet sugar,2028,0.0,0.0,620.7922,0.0,0.0,,620.7922,,
Mexico,Raw cane or beet sugar,2029,0.0,0.0,650.6346,0.0,0.0,,650.6346,,
Mexico,Raw cane or beet sugar,2030,0.0,0.0,677.3604,0.0,0.0,,677.3604,,
Mexico,Raw cane or beet sugar,2031,0.0,0.0,713.4621,0.0,0.0,,713.4621,,
Mexico,Raw cane or beet sugar,2032,0.0,0.0,750.4806,0.0,0.0,,750.4806,,
Mexico,Raw cane or beet sugar,2033,0.0,0.0,790.3034,0.0,0.0,,790.3034,,
Mexico,Raw cane or beet sugar,2034,0.0,0.0,835.4363,0.0,0.0,,835.4363,,
Mexico,Raw milk from bovine animals,2025,0.0,0.0,0.0,0.0,13071.8033,4.9076,0.0,,
Mexico,Raw milk from bovine animals,2026,0.0,0.0,0.0,0.0,12958.8997,4.9279,0.0,,
Mexico,Raw milk from bovine animals,2027,0.0,0.0,0.0,0.0,12951.6766,4.9436,0.0,,
Mexico,Raw milk from bovine animals,2028,0.0,0.0,0.0,0.0,13058.1048,4.9582,0.0,,
Mexico,Raw milk from bovine animals,2029,0.0,0.0,0.0,0.0,13163.5786,4.9733,0.0,,
Mexico,Raw milk from bovine animals,2030,0.0,0.0,0.0,0.0,13267.8033,4.9882,0.0,,
Mexico,Raw milk from bovine animals,2031,0.0,0.0,0.0,0.0,13371.2114,5.0026,0.0,,
Mexico,Raw milk from bovine animals,2032,0.0,0.0,0.0,0.0,13475.3956,5.0175,0.0,,
Mexico,Raw milk from bovine animals,2033,0.0,0.0,0.0,0.0,13578.8604,5.0324,0.0,,
Mexico,Raw milk from bovine animals,2034,0.0,0.0,0.0,0.0,13682.0985,5.0475,0.0,,
Mexico,Rice,2025,965.1528,144.1425,26.5536,821.2768,170.5722,4.3741,-794.7232,0.1767307725781866,0.1767307725781866
Mexico,Rice,2026,971.1939,144.2218,26.5536,824.057,173.7698,4.4541,-797.5034,0.1789238997485466,0.1789238997485466
Mexico,Rice,2027,977.3642,144.1197,26.5536,826.9212,176.8945,4.5341,-800.3676,0.1809913847877792,0.1809913847877792
Mexico,Rice,2028,983.4746,143.9346,26.5536,830.0744,179.7688,4.6144,-803.5208,0.1827894690925419,0.1827894690925419
Mexico,Rice,2029,989.6134,143.7843,26.5536,833.4945,182.5223,4.6948,-806.9409,0.18443798356004476,0.18443798356004476
Mexico,Rice,2030,995.7451,143.7428,26.5536,837.0232,185.2341,4.7753,-810.4696,0.1860256204122923,0.1860256204122923
Mexico,Rice,2031,1001.871,143.7743,26.5536,840.5174,187.9387,4.8558,-813.9638,0.18758772336957555,0.18758772336957555
Mexico,Rice,2032,1007.9756,143.8438,26.5536,843.9792,190.6195,4.9363,-817.4256,0.18911122451773632,0.18911122451773632
Mexico,Rice,2033,1014.0862,143.8844,26.5536,847.3467,193.3338,5.0166,-820.7931000000001,0.19064829005660466,0.19064829005660466
Mexico,Rice,2034,1020.2019,143.9077,26.5536,850.7255,196.0534,5.097,-824.1719,0.19217117709739612,0.19217117709739612
Mexico,Soya beans,2025,6010.9794,450.0,5.6868,5786.0439,280.6223,2.4265,-5780.357099999999,0.04668495453502968,0.04668495453502968
Mexico,Soya beans,2026,6040.0942,500.0,5.6868,5754.5071,341.274,2.4365,-5748.820299999999,0.056501436682891475,0.056501436682891475
Mexico,Soya beans,2027,6122.623,550.0,5.6868,5775.3414,402.9684,2.4465,-5769.6546,0.06581630128132991,0.06581630128132991
Mexico,Soya beans,2028,6215.0761,555.0,5.6868,5808.5592,417.2037,2.4565,-5802.872399999999,0.0671276897156577,0.0671276897156577
Mexico,Soya beans,2029,6272.173,560.0,5.6868,5851.2753,431.5846,2.4665,-5845.5885,0.06880942218908823,0.06880942218908823
Mexico,Soya beans,2030,6328.2713,565.0,5.6868,5893.2277,445.7304,2.4765,-5887.5409,0.07043478050632879,0.07043478050632879
Mexico,Soya beans,2031,6371.7073,570.0,5.6868,5922.4863,459.9078,2.4865,-5916.799499999999,0.07217968094673778,0.07217968094673778
Mexico,Soya beans,2032,6424.215,575.0,5.6868,5960.714,474.1878,2.4965,-5955.0271999999995,0.07381256698289207,0.07381256698289207
Mexico,Soya beans,2033,6480.3749,580.0,5.6868,6002.4257,488.6361,2.5065,-5996.738899999999,0.07540244315186148,0.07540244315186148
Mexico,Soya beans,2034,6533.9503,585.0,5.6868,6041.4408,503.1963,2.5165,-6035.754,0.07701256925691645,0.07701256925691645
Mexico,Wheat,2025,7871.9474,1700.0,892.5726,5289.1249,3375.3951,5.9524,-4396.552299999999,0.42878781176815284,0.42878781176815284
Mexico,Wheat,2026,7936.1128,1650.0,953.8303,5451.3664,3388.5767,5.9995,-4497.5361,0.42698192243436867,0.42698192243436867
Mexico,Wheat,2027,7954.1589,1600.0,1015.1095,5520.6604,3398.6079,6.0417,-4505.5509,0.4272743281505226,0.4272743281505226
Mexico,Wheat,2028,7932.0676,1600.0,1075.9212,5581.7155,3426.2732,6.0855,-4505.7943000000005,0.43195209279356117,0.43195209279356117
Mexico,Wheat,2029,7958.1534,1600.0,1134.193,5634.8072,3457.5393,6.1244,-4500.6142,0.4344650230039546,0.4344650230039546
Mexico,Wheat,2030,7982.9827,1600.0,1189.8916,5689.4263,3483.448,6.1585,-4499.5347,0.4363592069415358,0.4363592069415358
Mexico,Wheat,2031,8013.7828,1600.0,1242.6298,5753.9336,3502.479,6.1902,-4511.303800000001,0.4370568915344199,0.4370568915344199
